image,site,max_conf,cluster,confuser_label,confuser_family
force-06_courmettes-80_2024-01-10T11-44-12.jpg,courmettes,0.2346,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-30T09-18-28.jpg,courmettes,0.2345,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-17T11-11-00.jpg,brison,0.234,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-16T15-19-50.jpg,courmettes,0.2335,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-05T10-03-04.jpg,brison,0.2333,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-05T10-03-11.jpg,brison,0.2333,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-17T17-02-57.jpg,brison,0.2332,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-03T08-43-53.jpg,courmettes,0.2329,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-03-17T12-23-45.jpg,brison,0.2328,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-02-12T08-56-51.jpg,brison,0.232,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T10-03-11.jpg,brison,0.2319,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-161_2024-07-25T14-49-12.jpg,croix-augas,0.2316,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-290_2024-09-05T09-37-01.jpg,brison,0.2313,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-80_2024-02-21T09-56-44.jpg,courmettes,0.2311,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-01-25T16-35-54.jpg,brison,0.2299,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-03-28T10-35-45.jpg,brison,0.2294,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-80_2024-04-22T07-44-34.jpg,courmettes,0.229,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-161_2024-08-08T11-19-27.jpg,croix-augas,0.2289,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-20_2024-02-12T10-28-45.jpg,brison,0.2285,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-20T09-33-01.jpg,brison,0.2282,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-24T14-32-46.jpg,courmettes,0.2275,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-21T08-07-17.jpg,brison,0.2274,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-8_2024-08-22T16-14-23.jpg,croix-augas,0.2274,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-13T15-07-07.jpg,brison,0.2273,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-02-23T09-03-12.jpg,brison,0.2273,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T11-25-54.jpg,courmettes,0.2271,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-07T10-23-55.jpg,courmettes,0.2266,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-161_2024-08-08T11-29-57.jpg,croix-augas,0.2253,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-110_2024-07-14T19-54-37.jpg,croix-augas,0.2253,3,clear sky / thin high cloud over forest,clear/haze
force-06_valbonne-138_2024-01-06T14-33-38.jpg,valbonne,0.2251,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-39_2024-09-21T16-43-31.jpg,brison,0.2245,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-01-09T10-13-14.jpg,courmettes,0.2237,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-16T15-08-20.jpg,courmettes,0.2235,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-24T14-33-17.jpg,courmettes,0.2231,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-02-12T16-31-27.jpg,brison,0.2231,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-06T16-35-39.jpg,brison,0.2225,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-02-14T15-19-32.jpg,brison,0.2225,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-02-20T16-35-01.jpg,brison,0.2224,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-20T17-35-46.jpg,brison,0.2222,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-11T11-01-08.jpg,courmettes,0.2215,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-03-21T10-57-21.jpg,brison,0.2214,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-03-06T16-16-45.jpg,brison,0.2214,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-17T17-02-50.jpg,brison,0.2211,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-20T17-39-16.jpg,brison,0.2211,0,low-sun glare & lens flare,sun/glare
force-06_valbonne-349_2024-01-09T09-08-53.jpg,valbonne,0.2207,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-16T08-14-23.jpg,valbonne,0.2203,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-67_2024-06-25T09-01-21.jpg,valbonne,0.2202,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-24T11-26-47.jpg,courmettes,0.2199,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-12T08-53-16.jpg,brison,0.2192,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-02-59.jpg,brison,0.219,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-16T08-46-14.jpg,valbonne,0.2188,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-349_2024-04-04T17-29-46.jpg,valbonne,0.2188,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-01T11-16-17.jpg,brison,0.2183,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-01T11-16-23.jpg,brison,0.2183,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-28T09-15-07.jpg,brison,0.2181,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-01-18T10-26-04.jpg,brison,0.2177,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-02-20T17-16-32.jpg,brison,0.2171,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-28T10-28-24.jpg,courmettes,0.217,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-290_2024-03-08T10-36-36.jpg,brison,0.217,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-16T15-01-19.jpg,courmettes,0.2163,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-20T09-32-53.jpg,brison,0.2159,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-17T10-15-11.jpg,brison,0.2159,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-24T11-27-37.jpg,courmettes,0.2157,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-20_2024-02-12T10-26-15.jpg,brison,0.2154,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-80_2024-02-15T10-45-42.jpg,courmettes,0.2152,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T11-37-44.jpg,brison,0.2151,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-16T08-14-21.jpg,valbonne,0.215,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-12-12.jpg,brison,0.2148,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-27T18-52-03.jpg,brison,0.2147,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-25T14-29-18.jpg,courmettes,0.2146,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-03-06T15-40-13.jpg,brison,0.2145,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-24T15-11-07.jpg,brison,0.2144,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-03-17T10-01-41.jpg,brison,0.2141,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-17T12-28-45.jpg,brison,0.214,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-06T09-18-32.jpg,brison,0.2139,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-02-27T13-53-29.jpg,courmettes,0.2139,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-16T15-10-50.jpg,courmettes,0.2136,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-12T10-03-25.jpg,brison,0.2135,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-13T17-28-49.jpg,valbonne,0.2134,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-16T15-21-20.jpg,courmettes,0.2132,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-23T09-05-16.jpg,brison,0.213,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-11T16-31-45.jpg,courmettes,0.2127,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T11-28-16.jpg,courmettes,0.2126,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-01-24T14-43-33.jpg,brison,0.2125,0,low-sun glare & lens flare,sun/glare
force-06_valbonne-138_2024-01-06T14-34-08.jpg,valbonne,0.211,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-23T09-02-52.jpg,brison,0.2099,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-16T07-48-10.jpg,valbonne,0.2091,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-54-36.jpg,courmettes,0.2084,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-06T16-17-51.jpg,brison,0.2084,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-06T16-17-44.jpg,brison,0.2084,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-110_2024-07-14T20-00-33.jpg,croix-augas,0.2082,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-23T09-08-23.jpg,brison,0.2079,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-09-38.jpg,courmettes,0.2078,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-08T10-31-00.jpg,brison,0.2077,2,fog / marine-layer whiteout,fog
force-06_courmettes-80_2024-02-16T17-17-18.jpg,courmettes,0.2076,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-04T15-31-27.jpg,brison,0.2075,5,broken overcast over ridgelines,cloud
force-06_courmettes-80_2024-01-03T10-51-07.jpg,courmettes,0.2059,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-01-22T15-11-32.jpg,courmettes,0.2059,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-23T09-06-46.jpg,brison,0.2056,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-02-20T16-36-33.jpg,brison,0.2055,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-20T17-35-16.jpg,brison,0.2052,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-20_2024-02-24T17-13-41.jpg,brison,0.2049,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-13T17-38-46.jpg,valbonne,0.2046,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-01-20T17-39-46.jpg,brison,0.2045,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-03-18T10-41-18.jpg,brison,0.2044,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-16T09-49-39.jpg,courmettes,0.2044,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-01-28T09-15-37.jpg,brison,0.2043,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-29T09-43-23.jpg,brison,0.2043,4,overcast stratus & valley haze (backlit),cloud
force-06_valbonne-67_2024-06-25T08-58-54.jpg,valbonne,0.2042,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-03-06T16-55-15.jpg,brison,0.2042,4,overcast stratus & valley haze (backlit),cloud
force-06_valbonne-349_2024-01-08T09-15-10.jpg,valbonne,0.2037,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-02-17T15-41-06.jpg,brison,0.2022,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-80_2024-02-24T10-38-32.jpg,courmettes,0.202,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-25T14-29-42.jpg,courmettes,0.2015,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-02-18T10-35-46.jpg,courmettes,0.2014,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-05T10-02-34.jpg,brison,0.2007,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-02-20T17-14-40.jpg,brison,0.2005,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-25T14-20-13.jpg,courmettes,0.2001,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-02-16T15-02-20.jpg,courmettes,0.1998,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-02-17T17-17-27.jpg,courmettes,0.1998,4,overcast stratus & valley haze (backlit),cloud
force-06_valbonne-138_2024-01-06T11-28-01.jpg,valbonne,0.1997,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-24T11-05-05.jpg,brison,0.1997,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-02-20T16-58-02.jpg,brison,0.1997,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-01-03T10-31-44.jpg,brison,0.1994,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-03T10-32-19.jpg,brison,0.1994,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-02-24T12-04-54.jpg,courmettes,0.1987,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T10-28-38.jpg,brison,0.1986,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T09-03-10.jpg,brison,0.1984,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-20T09-32-23.jpg,brison,0.1978,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-19T09-17-26.jpg,brison,0.1977,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-04-27T19-39-02.jpg,courmettes,0.1971,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-26T14-03-35.jpg,courmettes,0.1971,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-07-31T08-41-28.jpg,courmettes,0.1969,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-03T08-46-45.jpg,courmettes,0.1969,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-161_2024-08-08T11-26-57.jpg,croix-augas,0.1966,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-01-04T15-31-34.jpg,brison,0.1966,5,broken overcast over ridgelines,cloud
sdis-77_croix-augas-8_2024-07-09T19-41-45.jpg,croix-augas,0.1964,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-02-20T17-16-06.jpg,brison,0.1964,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-25T16-10-17.jpg,brison,0.1962,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-02-19T10-34-25.jpg,courmettes,0.1962,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-02-12T08-53-42.jpg,brison,0.1961,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-02-22T17-41-51.jpg,valbonne,0.196,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-22T15-55-32.jpg,courmettes,0.1959,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-29T09-42-23.jpg,brison,0.1957,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-29T09-42-49.jpg,brison,0.1956,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-01-16T09-58-07.jpg,courmettes,0.1955,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-8_2024-07-09T19-29-00.jpg,croix-augas,0.1953,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-24T14-43-19.jpg,courmettes,0.1949,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-01-12T10-34-25.jpg,brison,0.1946,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-23T09-06-15.jpg,brison,0.1945,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T10-15-11.jpg,brison,0.1944,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-06T16-21-59.jpg,brison,0.1942,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-11T16-30-53.jpg,courmettes,0.1942,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-11T16-33-45.jpg,courmettes,0.1938,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-16T15-05-49.jpg,courmettes,0.1936,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-01-06T10-29-02.jpg,courmettes,0.1936,5,broken overcast over ridgelines,cloud
sdis-77_croix-augas-110_2024-07-14T20-03-28.jpg,croix-augas,0.1932,3,clear sky / thin high cloud over forest,clear/haze
force-06_valbonne-138_2024-02-03T09-05-21.jpg,valbonne,0.1931,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-02-12T09-54-44.jpg,courmettes,0.1929,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-290_2024-03-08T10-35-09.jpg,brison,0.1916,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-02-12T10-11-12.jpg,brison,0.1906,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-24T10-44-14.jpg,brison,0.1893,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-11T16-36-16.jpg,courmettes,0.1889,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-12T11-57-02.jpg,courmettes,0.1887,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-110_2024-07-14T20-01-57.jpg,croix-augas,0.1886,3,clear sky / thin high cloud over forest,clear/haze
force-06_valbonne-138_2024-01-09T11-13-01.jpg,valbonne,0.1885,5,broken overcast over ridgelines,cloud
force-06_valbonne-138_2024-04-23T09-50-44.jpg,valbonne,0.1884,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-11T16-31-15.jpg,courmettes,0.1883,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-06-13T06-00-46.jpg,brison,0.1881,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-03-28T10-32-28.jpg,brison,0.1878,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-03T10-54-19.jpg,courmettes,0.1876,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-59_2024-07-07T08-21-20.jpg,croix-augas,0.1873,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-09T16-03-56.jpg,courmettes,0.1872,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-01T12-33-23.jpg,brison,0.1871,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-23T12-01-21.jpg,brison,0.1869,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T10-26-59.jpg,brison,0.1864,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-13T15-06-13.jpg,brison,0.1864,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-20T17-38-20.jpg,brison,0.1862,0,low-sun glare & lens flare,sun/glare
sdis-77_croix-augas-8_2024-07-09T19-41-00.jpg,croix-augas,0.1861,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-29T09-42-56.jpg,brison,0.1861,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-11T16-40-45.jpg,courmettes,0.1861,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-16T09-50-39.jpg,courmettes,0.186,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-290_2024-02-07T10-45-20.jpg,brison,0.1855,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-290_2024-03-08T10-21-03.jpg,brison,0.1854,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-03-16T09-41-27.jpg,brison,0.1854,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-11T16-30-47.jpg,courmettes,0.1852,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-01-29T17-34-15.jpg,courmettes,0.185,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-16T14-56-21.jpg,courmettes,0.1846,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-02-28T10-23-59.jpg,courmettes,0.1845,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-01-15T15-38-39.jpg,brison,0.1839,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-11-52.jpg,brison,0.1838,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-16T15-05-19.jpg,courmettes,0.1837,4,overcast stratus & valley haze (backlit),cloud
force-06_valbonne-138_2024-01-31T16-25-33.jpg,valbonne,0.1837,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-12T08-54-09.jpg,brison,0.1834,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-02-04T17-06-57.jpg,brison,0.1833,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-11T16-50-15.jpg,courmettes,0.1832,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-290_2024-02-03T15-02-38.jpg,brison,0.183,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-80_2024-01-03T10-53-00.jpg,courmettes,0.1828,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-01-12T10-53-16.jpg,brison,0.182,4,overcast stratus & valley haze (backlit),cloud
force-06_valbonne-138_2024-01-31T16-23-02.jpg,valbonne,0.1818,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-23T09-05-46.jpg,brison,0.1812,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-09-37.jpg,courmettes,0.1808,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-13T17-37-18.jpg,valbonne,0.1807,5,broken overcast over ridgelines,cloud
sdis-07_brison-290_2024-09-05T11-16-07.jpg,brison,0.1805,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-02-23T09-02-45.jpg,brison,0.1805,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T10-09-11.jpg,brison,0.18,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-01-28T17-50-45.jpg,courmettes,0.1795,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-110_2024-07-14T20-02-57.jpg,croix-augas,0.1787,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-8_2024-08-22T15-29-06.jpg,croix-augas,0.1786,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-03-06T16-33-15.jpg,brison,0.1785,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-04T16-17-59.jpg,brison,0.1784,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-20_2024-01-12T10-33-16.jpg,brison,0.1784,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-02-24T16-55-56.jpg,courmettes,0.1784,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-04T14-02-41.jpg,courmettes,0.1783,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-12T12-31-03.jpg,courmettes,0.1783,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-161_2024-08-08T11-22-56.jpg,croix-augas,0.1783,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-03T08-34-24.jpg,courmettes,0.1779,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-02-09T17-32-13.jpg,courmettes,0.1774,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-12T10-04-41.jpg,brison,0.1773,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-09T12-20-51.jpg,courmettes,0.1773,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-17T11-12-57.jpg,brison,0.1773,5,broken overcast over ridgelines,cloud
sdis-77_croix-augas-161_2024-08-08T12-23-48.jpg,croix-augas,0.177,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-02-27T17-07-07.jpg,courmettes,0.1769,2,fog / marine-layer whiteout,fog
force-06_courmettes-212_2024-02-16T14-49-58.jpg,courmettes,0.1768,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-290_2024-03-08T08-08-22.jpg,brison,0.1764,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-02-17T15-40-36.jpg,brison,0.1759,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-02-23T12-00-50.jpg,brison,0.1757,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-01-25T17-07-48.jpg,brison,0.1753,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-01-24T10-53-05.jpg,brison,0.1751,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-06T16-57-15.jpg,brison,0.1751,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-06-01T08-58-30.jpg,courmettes,0.1747,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-09-17T18-50-21.jpg,courmettes,0.1746,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-02-16T15-04-19.jpg,courmettes,0.1745,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-14T14-16-56.jpg,courmettes,0.1744,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-06-13T06-00-26.jpg,brison,0.1743,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-06-13T06-00-30.jpg,brison,0.1743,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-12T08-53-36.jpg,brison,0.1741,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-21T14-45-23.jpg,brison,0.1741,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-01-26T15-29-36.jpg,brison,0.1737,5,broken overcast over ridgelines,cloud
force-06_valbonne-349_2024-04-04T17-28-47.jpg,valbonne,0.1736,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-12T09-22-27.jpg,courmettes,0.1733,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-01-22T15-50-43.jpg,brison,0.1732,1,bright scattered / cumulus clouds,cloud
